Age,Sex,Pref,DiagnoseYear,Population
57,male,5118,2000,7676
57,male,5118,2001,7309
57,male,5118,2002,6995
57,male,5118,2003,7369
57,male,5118,2004,8381
57,male,5118,2005,6719
57,male,5118,2006,8267
57,male,5118,2007,7107
57,male,5118,2008,7614
57,male,5118,2009,10257
57,male,5118,2010,11368
57,male,5118,2011,10201
57,male,5118,2012,12028
57,male,5118,2013,9757
57,male,5118,2014,9883
57,male,5118,2015,8155
57,male,5118,2016,5268
57,male,5118,2017,3841
57,male,5118,2018,3536
58,male,5118,2000,7152
58,male,5118,2001,7569
58,male,5118,2002,7234
58,male,5118,2003,6926
58,male,5118,2004,7300
58,male,5118,2005,8308
58,male,5118,2006,6662
58,male,5118,2007,8202
58,male,5118,2008,7056
58,male,5118,2009,7564
58,male,5118,2010,10195
58,male,5118,2011,11306
58,male,5118,2012,10152
58,male,5118,2013,11975
58,male,5118,2014,9721
58,male,5118,2015,9851
58,male,5118,2016,8134
58,male,5118,2017,5262
58,male,5118,2018,3842
59,male,5118,2000,7973
59,male,5118,2001,7048
59,male,5118,2002,7488
59,male,5118,2003,7161
59,male,5118,2004,6858
59,male,5118,2005,7232
59,male,5118,2006,8235
59,male,5118,2007,6606
59,male,5118,2008,8139
59,male,5118,2009,7006
59,male,5118,2010,7514
59,male,5118,2011,10133
59,male,5118,2012,11242
59,male,5118,2013,10100
59,male,5118,2014,11915
59,male,5118,2015,9679
59,male,5118,2016,9810
59,male,5118,2017,8105
59,male,5118,2018,5249
60,male,5118,2000,6480
60,male,5118,2001,7844
60,male,5118,2002,6959
60,male,5118,2003,7400
60,male,5118,2004,7080
60,male,5118,2005,6785
60,male,5118,2006,7159
60,male,5118,2007,8157
60,male,5118,2008,6547
60,male,5118,2009,8072
60,male,5118,2010,6954
60,male,5118,2011,7464
60,male,5118,2012,10068
60,male,5118,2013,11175
60,male,5118,2014,10046
60,male,5118,2015,11855
60,male,5118,2016,9635
60,male,5118,2017,9769
60,male,5118,2018,8075
61,male,5118,2000,5265
61,male,5118,2001,6369
61,male,5118,2002,7740
61,male,5118,2003,6870
61,male,5118,2004,7310
61,male,5118,2005,6997
61,male,5118,2006,6708
61,male,5118,2007,7083
61,male,5118,2008,8076
61,male,5118,2009,6487
61,male,5118,2010,8003
61,male,5118,2011,6900
61,male,5118,2012,7411
61,male,5118,2013,9999
61,male,5118,2014,11103
61,male,5118,2015,9987
61,male,5118,2016,11786
61,male,5118,2017,9586
61,male,5118,2018,9721
62,male,5118,2000,5981
62,male,5118,2001,5166
62,male,5118,2002,6281
62,male,5118,2003,7639
62,male,5118,2004,6783
62,male,5118,2005,7220
62,male,5118,2006,6913
62,male,5118,2007,6631
62,male,5118,2008,7005
62,male,5118,2009,7991
62,male,5118,2010,6423
62,male,5118,2011,7927
62,male,5118,2012,6838
62,male,5118,2013,7347
62,male,5118,2014,9913
62,male,5118,2015,11009
62,male,5118,2016,9906
62,male,5118,2017,11692
62,male,5118,2018,9512
63,male,5118,2000,5586
63,male,5118,2001,5865
63,male,5118,2002,5084
63,male,5118,2003,6187
63,male,5118,2004,7530
63,male,5118,2005,6688
63,male,5118,2006,7123
63,male,5118,2007,6824
63,male,5118,2008,6549
63,male,5118,2009,6922
63,male,5118,2010,7900
63,male,5118,2011,6354
63,male,5118,2012,7844
63,male,5118,2013,6771
63,male,5118,2014,7277
63,male,5118,2015,9819
63,male,5118,2016,10906
63,male,5118,2017,9816
63,male,5118,2018,11587
64,male,5118,2000,4877
64,male,5118,2001,5477
64,male,5118,2002,5767
64,male,5118,2003,5001
64,male,5118,2004,6090
64,male,5118,2005,7416
64,male,5118,2006,6589
64,male,5118,2007,7021
64,male,5118,2008,6730
64,male,5118,2009,6462
64,male,5118,2010,6834
64,male,5118,2011,7804
64,male,5118,2012,6280
64,male,5118,2013,7756
64,male,5118,2014,6698
64,male,5118,2015,7201
64,male,5118,2016,9718
64,male,5118,2017,10797
64,male,5118,2018,9721
65,male,5118,2000,4737
65,male,5118,2001,4768
65,male,5118,2002,5371
65,male,5118,2003,5660
65,male,5118,2004,4911
65,male,5118,2005,5985
65,male,5118,2006,7293
65,male,5118,2007,6485
65,male,5118,2008,6914
65,male,5118,2009,6632
65,male,5118,2010,6373
65,male,5118,2011,6744
65,male,5118,2012,7706
65,male,5118,2013,6206
65,male,5118,2014,7668
65,male,5118,2015,6627
65,male,5118,2016,7128
65,male,5118,2017,9622
65,male,5118,2018,10695
66,male,5118,2000,3665
66,male,5118,2001,4631
66,male,5118,2002,4674
66,male,5118,2003,5269
66,male,5118,2004,5556
66,male,5118,2005,4823
66,male,5118,2006,5882
66,male,5118,2007,7171
66,male,5118,2008,6379
66,male,5118,2009,6806
66,male,5118,2010,6532
66,male,5118,2011,6280
66,male,5118,2012,6650
66,male,5118,2013,7601
66,male,5118,2014,6126
66,male,5118,2015,7571
66,male,5118,2016,6547
66,male,5118,2017,7044
66,male,5118,2018,9511
67,male,5118,2000,5602
67,male,5118,2001,3576
67,male,5118,2002,4534
67,male,5118,2003,4579
67,male,5118,2004,5165
67,male,5118,2005,5449
67,male,5118,2006,4733
67,male,5118,2007,5775
67,male,5118,2008,7046
67,male,5118,2009,6272
67,male,5118,2010,6695
67,male,5118,2011,6429
67,male,5118,2012,6185
67,male,5118,2013,6552
67,male,5118,2014,7493
67,male,5118,2015,6042
67,male,5118,2016,7470
67,male,5118,2017,6463
67,male,5118,2018,6957
68,male,5118,2000,4529
68,male,5118,2001,5458
68,male,5118,2002,3491
68,male,5118,2003,4430
68,male,5118,2004,4478
68,male,5118,2005,5055
68,male,5118,2006,5336
68,male,5118,2007,4638
68,male,5118,2008,5664
68,male,5118,2009,6915
68,male,5118,2010,6160
68,male,5118,2011,6581
68,male,5118,2012,6324
68,male,5118,2013,6088
68,male,5118,2014,6454
68,male,5118,2015,7385
68,male,5118,2016,5959
68,male,5118,2017,7371
68,male,5118,2018,6381
69,male,5118,2000,4354
69,male,5118,2001,4403
69,male,5118,2002,5320
69,male,5118,2003,3404
69,male,5118,2004,4324
69,male,5118,2005,4373
69,male,5118,2006,4941
69,male,5118,2007,5220
69,male,5118,2008,4540
69,male,5118,2009,5549
69,male,5118,2010,6779
69,male,5118,2011,6043
69,male,5118,2012,6461
69,male,5118,2013,6213
69,male,5118,2014,5986
69,male,5118,2015,6349
69,male,5118,2016,7269
69,male,5118,2017,5870
69,male,5118,2018,7264
70,male,5118,2000,4306
70,male,5118,2001,4204
70,male,5118,2002,4264
70,male,5118,2003,5160
70,male,5118,2004,3305
70,male,5118,2005,4203
70,male,5118,2006,4256
70,male,5118,2007,4815
70,male,5118,2008,5093
70,male,5118,2009,4435
70,male,5118,2010,5427
70,male,5118,2011,6639
70,male,5118,2012,5926
70,male,5118,2013,6342
70,male,5118,2014,6106
70,male,5118,2015,5889
70,male,5118,2016,6253
70,male,5118,2017,7167
70,male,5118,2018,5794
71,male,5118,2000,3945
71,male,5118,2001,4139
71,male,5118,2002,4053
71,male,5118,2003,4117
71,male,5118,2004,4989
71,male,5118,2005,3200
71,male,5118,2006,4076
71,male,5118,2007,4134
71,male,5118,2008,4683
71,male,5118,2009,4961
71,male,5118,2010,4327
71,male,5118,2011,5302
71,male,5118,2012,6494
71,male,5118,2013,5805
71,male,5118,2014,6222
71,male,5118,2015,5998
71,male,5118,2016,5794
71,male,5118,2017,6160
71,male,5118,2018,7068
72,male,5118,2000,3755
72,male,5118,2001,3786
72,male,5118,2002,3984
72,male,5118,2003,3906
72,male,5118,2004,3973
72,male,5118,2005,4821
72,male,5118,2006,3095
72,male,5118,2007,3948
72,male,5118,2008,4009
72,male,5118,2009,4548
72,male,5118,2010,4824
72,male,5118,2011,4213
72,male,5118,2012,5169
72,male,5118,2013,6339
72,male,5118,2014,5674
72,male,5118,2015,6087
72,male,5118,2016,5876
72,male,5118,2017,5682
72,male,5118,2018,6048
73,male,5118,2000,3319
73,male,5118,2001,3603
73,male,5118,2002,3642
73,male,5118,2003,3836
73,male,5118,2004,3765
73,male,5118,2005,3832
73,male,5118,2006,4655
73,male,5118,2007,2991
73,male,5118,2008,3819
73,male,5118,2009,3882
73,male,5118,2010,4408
73,male,5118,2011,4680
73,male,5118,2012,4091
73,male,5118,2013,5023
73,male,5118,2014,6165
73,male,5118,2015,5522
73,male,5118,2016,5930
73,male,5118,2017,5729
73,male,5118,2018,5544
74,male,5118,2000,2547
74,male,5118,2001,3168
74,male,5118,2002,3449
74,male,5118,2003,3489
74,male,5118,2004,3680
74,male,5118,2005,3615
74,male,5118,2006,3684
74,male,5118,2007,4480
74,male,5118,2008,2882
74,male,5118,2009,3684
74,male,5118,2010,3749
74,male,5118,2011,4261
74,male,5118,2012,4529
74,male,5118,2013,3964
74,male,5118,2014,4872
74,male,5118,2015,5985
74,male,5118,2016,5367
74,male,5118,2017,5769
74,male,5118,2018,5578
75,male,5118,2000,2641
75,male,5118,2001,2413
75,male,5118,2002,3011
75,male,5118,2003,3283
75,male,5118,2004,3327
75,male,5118,2005,3514
75,male,5118,2006,3457
75,male,5118,2007,3528
75,male,5118,2008,4297
75,male,5118,2009,2769
75,male,5118,2010,3544
75,male,5118,2011,3612
75,male,5118,2012,4112
75,male,5118,2013,4377
75,male,5118,2014,3837
75,male,5118,2015,4722
75,male,5118,2016,5808
75,male,5118,2017,5216
75,male,5118,2018,5614
76,male,5118,2000,2242
76,male,5118,2001,2492
76,male,5118,2002,2283
76,male,5118,2003,2854
76,male,5118,2004,3117
76,male,5118,2005,3163
76,male,5118,2006,3346
76,male,5118,2007,3297
76,male,5118,2008,3371
76,male,5118,2009,4111
76,male,5118,2010,2653
76,male,5118,2011,3402
76,male,5118,2012,3472
76,male,5118,2013,3959
76,male,5118,2014,4220
76,male,5118,2015,3705
76,male,5118,2016,4565
76,male,5118,2017,5623
76,male,5118,2018,5057
77,male,5118,2000,1762
77,male,5118,2001,2106
77,male,5118,2002,2348
77,male,5118,2003,2154
77,male,5118,2004,2698
77,male,5118,2005,2951
77,male,5118,2006,2999
77,male,5118,2007,3177
77,male,5118,2008,3136
77,male,5118,2009,3210
77,male,5118,2010,3922
77,male,5118,2011,2535
77,male,5118,2012,3255
77,male,5118,2013,3327
77,male,5118,2014,3799
77,male,5118,2015,4055
77,male,5118,2016,3565
77,male,5118,2017,4399
77,male,5118,2018,5426
78,male,5118,2000,1596
78,male,5118,2001,1647
78,male,5118,2002,1974
78,male,5118,2003,2204
78,male,5118,2004,2026
78,male,5118,2005,2540
78,male,5118,2006,2782
78,male,5118,2007,2832
78,male,5118,2008,3005
78,male,5118,2009,2970
78,male,5118,2010,3045
78,male,5118,2011,3725
78,male,5118,2012,2411
78,male,5118,2013,3100
78,male,5118,2014,3174
78,male,5118,2015,3628
78,male,5118,2016,3878
78,male,5118,2017,3414
78,male,5118,2018,4218
79,male,5118,2000,1494
79,male,5118,2001,1469
79,male,5118,2002,1522
79,male,5118,2003,1829
79,male,5118,2004,2047
79,male,5118,2005,1886
79,male,5118,2006,2370
79,male,5118,2007,2602
79,male,5118,2008,2655
79,male,5118,2009,2823
79,male,5118,2010,2797
79,male,5118,2011,2874
79,male,5118,2012,3524
79,male,5118,2013,2287
79,male,5118,2014,2947
79,male,5118,2015,3023
79,male,5118,2016,3464
79,male,5118,2017,3710
79,male,5118,2018,3274
80,male,5118,2000,1337
80,male,5118,2001,1345
80,male,5118,2002,1330
80,male,5118,2003,1383
80,male,5118,2004,1669
80,male,5118,2005,1876
80,male,5118,2006,1734
80,male,5118,2007,2189
80,male,5118,2008,2413
80,male,5118,2009,2471
80,male,5118,2010,2638
80,male,5118,2011,2624
80,male,5118,2012,2707
80,male,5118,2013,3331
80,male,5118,2014,2170
80,male,5118,2015,2807
80,male,5118,2016,2891
80,male,5118,2017,3324
80,male,5118,2018,3574
81,male,5118,2000,1080
81,male,5118,2001,1196
81,male,5118,2002,1209
81,male,5118,2003,1200
81,male,5118,2004,1253
81,male,5118,2005,1518
81,male,5118,2006,1712
81,male,5118,2007,1589
81,male,5118,2008,2013
81,male,5118,2009,2227
81,male,5118,2010,2289
81,male,5118,2011,2453
81,male,5118,2012,2448
81,male,5118,2013,2535
81,male,5118,2014,3131
81,male,5118,2015,2047
81,male,5118,2016,2656
81,male,5118,2017,2745
81,male,5118,2018,3167
82,male,5118,2000,856
82,male,5118,2001,969
82,male,5118,2002,1077
82,male,5118,2003,1092
82,male,5118,2004,1086
82,male,5118,2005,1137
82,male,5118,2006,1381
82,male,5118,2007,1561
82,male,5118,2008,1452
82,male,5118,2009,1844
82,male,5118,2010,2045
82,male,5118,2011,2107
82,male,5118,2012,2263
82,male,5118,2013,2264
82,male,5118,2014,2349
82,male,5118,2015,2908
82,male,5118,2016,1906
82,male,5118,2017,2479
82,male,5118,2018,2567
83,male,5118,2000,726
83,male,5118,2001,764
83,male,5118,2002,868
83,male,5118,2003,968
83,male,5118,2004,983
83,male,5118,2005,980
83,male,5118,2006,1028
83,male,5118,2007,1251
83,male,5118,2008,1417
83,male,5118,2009,1321
83,male,5118,2010,1681
83,male,5118,2011,1867
83,male,5118,2012,1928
83,male,5118,2013,2075
83,male,5118,2014,2080
83,male,5118,2015,2163
83,male,5118,2016,2682
83,male,5118,2017,1762
83,male,5118,2018,2295
84,male,5118,2000,668
84,male,5118,2001,647
84,male,5118,2002,684
84,male,5118,2003,778
84,male,5118,2004,868
84,male,5118,2005,883
84,male,5118,2006,882
84,male,5118,2007,927
84,male,5118,2008,1130
84,male,5118,2009,1282
84,male,5118,2010,1197
84,male,5118,2011,1525
84,male,5118,2012,1698
84,male,5118,2013,1756
84,male,5118,2014,1892
84,male,5118,2015,1900
84,male,5118,2016,1979
84,male,5118,2017,2458
84,male,5118,2018,1617
85,male,5118,2000,537
85,male,5118,2001,597
85,male,5118,2002,579
85,male,5118,2003,612
85,male,5118,2004,698
85,male,5118,2005,779
85,male,5118,2006,793
85,male,5118,2007,793
85,male,5118,2008,834
85,male,5118,2009,1017
85,male,5118,2010,1155
85,male,5118,2011,1079
85,male,5118,2012,1377
85,male,5118,2013,1533
85,male,5118,2014,1587
85,male,5118,2015,1711
85,male,5118,2016,1720
85,male,5118,2017,1792
85,male,5118,2018,2227
86,male,5118,2000,439
86,male,5118,2001,482
86,male,5118,2002,536
86,male,5118,2003,520
86,male,5118,2004,549
86,male,5118,2005,625
86,male,5118,2006,698
86,male,5118,2007,711
86,male,5118,2008,710
86,male,5118,2009,746
86,male,5118,2010,910
86,male,5118,2011,1033
86,male,5118,2012,965
86,male,5118,2013,1230
86,male,5118,2014,1369
86,male,5118,2015,1416
86,male,5118,2016,1526
86,male,5118,2017,1533
86,male,5118,2018,1597
87,male,5118,2000,301
87,male,5118,2001,386
87,male,5118,2002,424
87,male,5118,2003,472
87,male,5118,2004,458
87,male,5118,2005,485
87,male,5118,2006,552
87,male,5118,2007,617
87,male,5118,2008,629
87,male,5118,2009,629
87,male,5118,2010,661
87,male,5118,2011,807
87,male,5118,2012,916
87,male,5118,2013,857
87,male,5118,2014,1093
87,male,5118,2015,1217
87,male,5118,2016,1260
87,male,5118,2017,1359
87,male,5118,2018,1366
88,male,5118,2000,271
88,male,5118,2001,258
88,male,5118,2002,332
88,male,5118,2003,366
88,male,5118,2004,409
88,male,5118,2005,397
88,male,5118,2006,421
88,male,5118,2007,481
88,male,5118,2008,539
88,male,5118,2009,550
88,male,5118,2010,551
88,male,5118,2011,580
88,male,5118,2012,710
88,male,5118,2013,808
88,male,5118,2014,757
88,male,5118,2015,967
88,male,5118,2016,1079
88,male,5118,2017,1119
88,male,5118,2018,1210
89,male,5118,2000,153
89,male,5118,2001,223
89,male,5118,2002,214
89,male,5118,2003,277
89,male,5118,2004,307
89,male,5118,2005,344
89,male,5118,2006,337
89,male,5118,2007,359
89,male,5118,2008,412
89,male,5118,2009,464
89,male,5118,2010,476
89,male,5118,2011,479
89,male,5118,2012,508
89,male,5118,2013,624
89,male,5118,2014,714
89,male,5118,2015,672
89,male,5118,2016,863
89,male,5118,2017,969
89,male,5118,2018,1010
90,male,5118,2000,123
90,male,5118,2001,121
90,male,5118,2002,179
90,male,5118,2003,173
90,male,5118,2004,226
90,male,5118,2005,252
90,male,5118,2006,285
90,male,5118,2007,281
90,male,5118,2008,302
90,male,5118,2009,349
90,male,5118,2010,397
90,male,5118,2011,410
90,male,5118,2012,416
90,male,5118,2013,444
90,male,5118,2014,549
90,male,5118,2015,633
90,male,5118,2016,600
90,male,5118,2017,776
90,male,5118,2018,877
91,male,5118,2000,79
91,male,5118,2001,99
91,male,5118,2002,98
91,male,5118,2003,146
91,male,5118,2004,142
91,male,5118,2005,186
91,male,5118,2006,209
91,male,5118,2007,237
91,male,5118,2008,235
91,male,5118,2009,254
91,male,5118,2010,295
91,male,5118,2011,336
91,male,5118,2012,349
91,male,5118,2013,356
91,male,5118,2014,382
91,male,5118,2015,476
91,male,5118,2016,551
91,male,5118,2017,525
91,male,5118,2018,682
92,male,5118,2000,62
92,male,5118,2001,63
92,male,5118,2002,79
92,male,5118,2003,79
92,male,5118,2004,118
92,male,5118,2005,115
92,male,5118,2006,152
92,male,5118,2007,171
92,male,5118,2008,196
92,male,5118,2009,195
92,male,5118,2010,212
92,male,5118,2011,247
92,male,5118,2012,283
92,male,5118,2013,296
92,male,5118,2014,303
92,male,5118,2015,326
92,male,5118,2016,408
92,male,5118,2017,474
92,male,5118,2018,454
93,male,5118,2000,46
93,male,5118,2001,49
93,male,5118,2002,50
93,male,5118,2003,63
93,male,5118,2004,63
93,male,5118,2005,95
93,male,5118,2006,93
93,male,5118,2007,124
93,male,5118,2008,140
93,male,5118,2009,161
93,male,5118,2010,161
93,male,5118,2011,176
93,male,5118,2012,206
93,male,5118,2013,238
93,male,5118,2014,249
93,male,5118,2015,256
93,male,5118,2016,278
93,male,5118,2017,349
93,male,5118,2018,407
94,male,5118,2000,40
94,male,5118,2001,37
94,male,5118,2002,39
94,male,5118,2003,40
94,male,5118,2004,51
94,male,5118,2005,52
94,male,5118,2006,78
94,male,5118,2007,77
94,male,5118,2008,102
94,male,5118,2009,116
94,male,5118,2010,133
94,male,5118,2011,133
94,male,5118,2012,146
94,male,5118,2013,172
94,male,5118,2014,198
94,male,5118,2015,208
94,male,5118,2016,215
94,male,5118,2017,233
94,male,5118,2018,293
95,male,5118,2000,30
95,male,5118,2001,34
95,male,5118,2002,32
95,male,5118,2003,33
95,male,5118,2004,34
95,male,5118,2005,43
95,male,5118,2006,44
95,male,5118,2007,65
95,male,5118,2008,64
95,male,5118,2009,85
95,male,5118,2010,97
95,male,5118,2011,111
95,male,5118,2012,111
95,male,5118,2013,121
95,male,5118,2014,142
95,male,5118,2015,163
95,male,5118,2016,171
95,male,5118,2017,175
95,male,5118,2018,190
96,male,5118,2000,32
96,male,5118,2001,25
96,male,5118,2002,30
96,male,5118,2003,27
96,male,5118,2004,29
96,male,5118,2005,30
96,male,5118,2006,37
96,male,5118,2007,37
96,male,5118,2008,56
96,male,5118,2009,55
96,male,5118,2010,73
96,male,5118,2011,82
96,male,5118,2012,95
96,male,5118,2013,94
96,male,5118,2014,103
96,male,5118,2015,120
96,male,5118,2016,138
96,male,5118,2017,144
96,male,5118,2018,148
97,male,5118,2000,22
97,male,5118,2001,25
97,male,5118,2002,20
97,male,5118,2003,23
97,male,5118,2004,22
97,male,5118,2005,23
97,male,5118,2006,24
97,male,5118,2007,31
97,male,5118,2008,32
97,male,5118,2009,49
97,male,5118,2010,48
97,male,5118,2011,65
97,male,5118,2012,75
97,male,5118,2013,87
97,male,5118,2014,88
97,male,5118,2015,96
97,male,5118,2016,112
97,male,5118,2017,129
97,male,5118,2018,135
98,male,5118,2000,11
98,male,5118,2001,15
98,male,5118,2002,18
98,male,5118,2003,14
98,male,5118,2004,18
98,male,5118,2005,17
98,male,5118,2006,19
98,male,5118,2007,20
98,male,5118,2008,27
98,male,5118,2009,28
98,male,5118,2010,44
98,male,5118,2011,45
98,male,5118,2012,62
98,male,5118,2013,74
98,male,5118,2014,87
98,male,5118,2015,88
98,male,5118,2016,96
98,male,5118,2017,112
98,male,5118,2018,129
99,male,5118,2000,8
99,male,5118,2001,8
99,male,5118,2002,12
99,male,5118,2003,14
99,male,5118,2004,12
99,male,5118,2005,15
99,male,5118,2006,14
99,male,5118,2007,16
99,male,5118,2008,18
99,male,5118,2009,24
99,male,5118,2010,26
99,male,5118,2011,41
99,male,5118,2012,43
99,male,5118,2013,60
99,male,5118,2014,72
99,male,5118,2015,86
99,male,5118,2016,87
99,male,5118,2017,95
99,male,5118,2018,112
100,male,5118,2000,6
100,male,5118,2001,12
100,male,5118,2002,17
100,male,5118,2003,24
100,male,5118,2004,33
100,male,5118,2005,38
100,male,5118,2006,46
100,male,5118,2007,53
100,male,5118,2008,61
100,male,5118,2009,69
100,male,5118,2010,83
100,male,5118,2011,98
100,male,5118,2012,125
100,male,5118,2013,152
100,male,5118,2014,193
100,male,5118,2015,243
100,male,5118,2016,302
100,male,5118,2017,360
100,male,5118,2018,423
0,male,5119,2000,25065
0,male,5119,2001,25847
0,male,5119,2002,21097
0,male,5119,2003,18650
0,male,5119,2004,16985
0,male,5119,2005,16001
0,male,5119,2006,15430
0,male,5119,2007,14914
0,male,5119,2008,14238
0,male,5119,2009,13352
0,male,5119,2010,12266
0,male,5119,2011,11052
0,male,5119,2012,9787
0,male,5119,2013,8501
0,male,5119,2014,7315
0,male,5119,2015,6276
0,male,5119,2016,5442
0,male,5119,2017,5011
0,male,5119,2018,4732
1,male,5119,2000,29552
1,male,5119,2001,24166
1,male,5119,2002,25326
1,male,5119,2003,20719
1,male,5119,2004,18357
1,male,5119,2005,16756
1,male,5119,2006,15819
1,male,5119,2007,15290
1,male,5119,2008,14815
1,male,5119,2009,14180
1,male,5119,2010,13336
1,male,5119,2011,12272
1,male,5119,2012,11073
1,male,5119,2013,9822
1,male,5119,2014,8546
1,male,5119,2015,7367
1,male,5119,2016,6332
1,male,5119,2017,5497
1,male,5119,2018,5065
2,male,5119,2000,35536
2,male,5119,2001,28988
2,male,5119,2002,24009
2,male,5119,2003,25192
2,male,5119,2004,20614
2,male,5119,2005,18271
2,male,5119,2006,16683
2,male,5119,2007,15759
2,male,5119,2008,15242
2,male,5119,2009,14781
2,male,5119,2010,14163
2,male,5119,2011,13337
2,male,5119,2012,12291
2,male,5119,2013,11107
2,male,5119,2014,9867
2,male,5119,2015,8597
2,male,5119,2016,7421
2,male,5119,2017,6386
2,male,5119,2018,5549
3,male,5119,2000,36043
3,male,5119,2001,34944
3,male,5119,2002,28833
3,male,5119,2003,23891
3,male,5119,2004,25088
3,male,5119,2005,20532
3,male,5119,2006,18202
3,male,5119,2007,16625
3,male,5119,2008,15713
3,male,5119,2009,15211
3,male,5119,2010,14767
3,male,5119,2011,14166
3,male,5119,2012,13357
3,male,5119,2013,12325
3,male,5119,2014,11153
3,male,5119,2015,9920
3,male,5119,2016,8654
3,male,5119,2017,7477
3,male,5119,2018,6439
4,male,5119,2000,35961
4,male,5119,2001,35410
4,male,5119,2002,34789
4,male,5119,2003,28715
4,male,5119,2004,23798
4,male,5119,2005,25007
4,male,5119,2006,20465
4,male,5119,2007,18148
4,male,5119,2008,16584
4,male,5119,2009,15685
4,male,5119,2010,15198
4,male,5119,2011,14770
4,male,5119,2012,14184
4,male,5119,2013,13388
4,male,5119,2014,12366
4,male,5119,2015,11200
4,male,5119,2016,9969
4,male,5119,2017,8701
4,male,5119,2018,7521
5,male,5119,2000,45848
5,male,5119,2001,35328
5,male,5119,2002,35268
5,male,5119,2003,34676
5,male,5119,2004,28628
5,male,5119,2005,23728
5,male,5119,2006,24945
5,male,5119,2007,20416
5,male,5119,2008,18110
5,male,5119,2009,16559
5,male,5119,2010,15675
5,male,5119,2011,15201
5,male,5119,2012,14785
5,male,5119,2013,14209
5,male,5119,2014,13420
5,male,5119,2015,12402
5,male,5119,2016,11238
5,male,5119,2017,10005
5,male,5119,2018,8734
6,male,5119,2000,37380
6,male,5119,2001,45279
6,male,5119,2002,35206
6,male,5119,2003,35171
6,male,5119,2004,34595
6,male,5119,2005,28562
6,male,5119,2006,23674
6,male,5119,2007,24898
6,male,5119,2008,20382
6,male,5119,2009,18088
6,male,5119,2010,16550
6,male,5119,2011,15678
6,male,5119,2012,15216
6,male,5119,2013,14809
6,male,5119,2014,14241
6,male,5119,2015,13456
6,male,5119,2016,12440
6,male,5119,2017,11274
6,male,5119,2018,10038
7,male,5119,2000,38758
7,male,5119,2001,36800
7,male,5119,2002,45148
7,male,5119,2003,35109
7,male,5119,2004,35091
7,male,5119,2005,34527
7,male,5119,2006,28507
7,male,5119,2007,23630
7,male,5119,2008,24863
7,male,5119,2009,20359
7,male,5119,2010,18078
7,male,5119,2011,16553
7,male,5119,2012,15692
7,male,5119,2013,15239
7,male,5119,2014,14839
7,male,5119,2015,14274
7,male,5119,2016,13490
7,male,5119,2017,12473
7,male,5119,2018,11304
8,male,5119,2000,32650
8,male,5119,2001,38186
8,male,5119,2002,36679
8,male,5119,2003,45047
8,male,5119,2004,35032
8,male,5119,2005,35025
8,male,5119,2006,34470
8,male,5119,2007,28461
8,male,5119,2008,23596
8,male,5119,2009,24839
8,male,5119,2010,20349
8,male,5119,2011,18081
8,male,5119,2012,16567
8,male,5119,2013,15714
8,male,5119,2014,15266
8,male,5119,2015,14870
8,male,5119,2016,14306
8,male,5119,2017,13521
8,male,5119,2018,12500
9,male,5119,2000,35463
9,male,5119,2001,32088
9,male,5119,2002,38067
9,male,5119,2003,36586
9,male,5119,2004,44965
9,male,5119,2005,34967
9,male,5119,2006,34968
9,male,5119,2007,34422
9,male,5119,2008,28426
9,male,5119,2009,23573
9,male,5119,2010,24828
9,male,5119,2011,20351
9,male,5119,2012,18094
9,male,5119,2013,16588
9,male,5119,2014,15741
9,male,5119,2015,15297
9,male,5119,2016,14901
9,male,5119,2017,14336
9,male,5119,2018,13548
10,male,5119,2000,32964
10,male,5119,2001,34824
10,male,5119,2002,31963
10,male,5119,2003,37966
10,male,5119,2004,36505
10,male,5119,2005,44891
10,male,5119,2006,34908
10,male,5119,2007,34918
10,male,5119,2008,34383
10,male,5119,2009,28401
10,male,5119,2010,23562
10,male,5119,2011,24828
10,male,5119,2012,20363
10,male,5119,2013,18113
10,male,5119,2014,16612
10,male,5119,2015,15768
10,male,5119,2016,15323
10,male,5119,2017,14926
10,male,5119,2018,14357
11,male,5119,2000,35849
11,male,5119,2001,32381
11,male,5119,2002,34700
11,male,5119,2003,31868
11,male,5119,2004,37884
11,male,5119,2005,36436
11,male,5119,2006,44826
11,male,5119,2007,34859
11,male,5119,2008,34879
11,male,5119,2009,34355
11,male,5119,2010,28387
11,male,5119,2011,23561
11,male,5119,2012,24836
11,male,5119,2013,20379
11,male,5119,2014,18135
11,male,5119,2015,16636
11,male,5119,2016,15792
11,male,5119,2017,15345
11,male,5119,2018,14944
12,male,5119,2000,34650
12,male,5119,2001,35269
12,male,5119,2002,32259
12,male,5119,2003,34602
12,male,5119,2004,31790
12,male,5119,2005,37813
12,male,5119,2006,36376
12,male,5119,2007,44770
12,male,5119,2008,34819
12,male,5119,2009,34851
12,male,5119,2010,34339
12,male,5119,2011,28384
12,male,5119,2012,23569
12,male,5119,2013,24850
12,male,5119,2014,20398
12,male,5119,2015,18156
12,male,5119,2016,16657
12,male,5119,2017,15810
12,male,5119,2018,15360
13,male,5119,2000,42504
13,male,5119,2001,34089
13,male,5119,2002,35152
13,male,5119,2003,32171
13,male,5119,2004,34528
13,male,5119,2005,31729
13,male,5119,2006,37757
13,male,5119,2007,36329
13,male,5119,2008,44728
13,male,5119,2009,34792
13,male,5119,2010,34834
13,male,5119,2011,34332
13,male,5119,2012,28387
13,male,5119,2013,23578
